care_site_id,care_site_name,place_of_service_concept_id,location_id,care_site_source_value,place_of_service_source_value
63891,,8940,,420198241, 
63910,,8940,,339690652, 
63924,,8940,,589575907, 
63942,,8940,,835048833, 
63957,,8940,,593601923, 
63972,,8940,,374884051, 
63989,,8940,,755599163, 
64005,,8940,,589493148, 
64020,,8940,,958949526, 
64036,,8940,,317204909, 
64052,,8940,,101962055, 
64070,,8940,,022821106, 
64086,,8940,,237238414, 
64101,,8940,,668857200, 
64115,,8940,,286045802, 
64132,,8940,,422111904, 
64150,,8940,,405059972, 
64166,,8940,,522723999, 
64181,,8940,,532648626, 
64197,,8940,,283725841, 
64214,,8940,,782438115, 
64227,,8940,,654341441, 
64244,,8940,,804990727, 
64262,,8940,,653354517, 
64277,,8940,,794340274, 
64293,,8940,,677465309, 
64310,,8940,,630430634, 
64324,,8940,,082649833, 
64340,,8940,,625202947, 
64356,,8940,,029575063, 
64373,,8940,,439197906, 
64388,,8940,,629436189, 
64403,,8940,,726737468, 
64421,,8940,,169604496, 
64438,,8940,,272398410, 
64452,,8940,,599904799, 
64470,,8940,,938298614, 
64487,,8940,,824895705, 
64501,,8940,,046022760, 
64515,,8940,,063244432, 
64532,,8940,,526737030, 
64550,,8940,,473823336, 
64565,,8940,,612107668, 
64582,,8940,,619809180, 
64596,,8940,,617627864, 
64610,,8940,,366018220, 
64627,,8940,,968166896, 
64643,,8940,,974697608, 
64660,,8940,,738495723, 
64675,,8940,,054206489, 
64693,,8940,,780821759, 
64710,,8940,,393001589, 
64724,,8940,,508021794, 
64739,,8940,,630089198, 
64758,,8940,,477096188, 
64774,,8940,,375741130, 
64790,,8756,,2225WQ,Outpatient Facility
64803,,8940,,393335798, 
64821,,8940,,516948738, 
64836,,8940,,263996275, 
64853,,8940,,415795996, 
64867,,8940,,298839514, 
64887,,8940,,872031317, 
64899,,8940,,997914636, 
64919,,8940,,515632579, 
64933,,8940,,526920479, 
64950,,8940,,499229221, 
64964,,8940,,313573566, 
64979,,8940,,285209584, 
64996,,8940,,550856927, 
65012,,8940,,784940037, 
65028,,8940,,955739812, 
65044,,8940,,113786675, 
65062,,8940,,891980265, 
65077,,8940,,161218509, 
65094,,8940,,132173255, 
65109,,8940,,923559047, 
65125,,8940,,865108147, 
65143,,8940,,096540120, 
65154,,8756,,0413HC,Outpatient Facility
65175,,8940,,366542234, 
65189,,8940,,956162274, 
65205,,8940,,479187561, 
65223,,8940,,306869806, 
65238,,8940,,229163229, 
65252,,8940,,526826824, 
65268,,8940,,377625172, 
65285,,8940,,315115249, 
65299,,8940,,857290254, 
65316,,8940,,644824432, 
65333,,8940,,108172018, 
65350,,8940,,307244847, 
65364,,8940,,812370261, 
65380,,8940,,889892155, 
65398,,8940,,029769491, 
65414,,8940,,518328999, 
65429,,8940,,816926743, 
65445,,8940,,614374444, 
65459,,8940,,492794864, 
65477,,8940,,809632624, 
65490,,8940,,124039800, 
65510,,8940,,952010698, 
65523,,8940,,370033868, 
65540,,8940,,152799218, 
65557,,8940,,445764153, 
65571,,8940,,629443808, 
65590,,8940,,280494412, 
65604,,8940,,455557030, 
65618,,8940,,966200599, 
65638,,8940,,883908874, 
65653,,8940,,509394352, 
65668,,8940,,502688299, 
65684,,8940,,526610024, 
65701,,8940,,375617808, 
65715,,8940,,400753489, 
65735,,8940,,072826764, 
65750,,8940,,837241724, 
65766,,8940,,113783169, 
65782,,8940,,425199966, 
65798,,8940,,964820954, 
65813,,8940,,325691423, 
65826,,8940,,505998036, 
65846,,8940,,462025128, 
65861,,8940,,103899430, 
65875,,8940,,315956736, 
65893,,8940,,384090768, 
65909,,8940,,451582368, 
65924,,8940,,912018405, 
65939,,8940,,330190587, 
65954,,8940,,689793854, 
65971,,8940,,796549382, 
65989,,8940,,906915133, 
66005,,8940,,796895407, 
66023,,8940,,161028018, 
66039,,8940,,703720289, 
66053,,8940,,737362053, 
66069,,8940,,011601073, 
66085,,8940,,970025546, 
66099,,8940,,418935939, 
66117,,8756,,3900PN,Outpatient Facility
66133,,8940,,580388748, 
66148,,8940,,439429387, 
66167,,8940,,803382884, 
66181,,8940,,604420902, 
66196,,8940,,922527580, 
66213,,8940,,192184394, 
66231,,8940,,884754020, 
66247,,8940,,462421810, 
66257,,8940,,101320082, 
66276,,8940,,369398304, 
66292,,8940,,530448324, 
66309,,8940,,387147269, 
66323,,8940,,894205616, 
66342,,8940,,719924861, 
66359,,8940,,046322143, 
66375,,8940,,617341897, 
66388,,8940,,134877819, 
66405,,8940,,393039937, 
66421,,8940,,238475574, 
66435,,8940,,466844950, 
66454,,8940,,933544612, 
66470,,8940,,293298769, 
66484,,8756,,0506WV,Outpatient Facility
66501,,8940,,336042365, 
66515,,8940,,853080090, 
66533,,8940,,996329867, 
66549,,8940,,143971923, 
66564,,8940,,606265022, 
66579,,8940,,858798021, 
66594,,8940,,003593159, 
66612,,8756,,3613JQ,Outpatient Facility
66628,,8940,,361470016, 
66643,,8940,,400421931, 
66663,,8940,,403140132, 
66676,,8940,,010131580, 
66692,,8940,,160460811, 
66707,,8940,,066447585, 
66722,,8940,,808877294, 
66741,,8940,,251801998, 
66758,,8940,,759683023, 
66772,,8940,,690664532, 
66788,,8940,,684033994, 
66804,,8940,,511266640, 
66823,,8940,,396643998, 
66835,,8940,,021300163, 
66852,,8940,,242146906, 
66869,,8940,,164376796, 
66888,,8940,,480137766, 
66901,,8940,,727351998, 
66915,,8940,,160405692, 
66933,,8940,,868666250, 
66949,,8940,,236016662, 
66964,,8940,,182260485, 
66983,,8940,,201398719, 
66997,,8940,,823887151, 
67011,,8940,,827340159, 
67028,,8940,,639378932, 
67044,,8940,,063351450, 
67060,,8940,,873263601, 
67076,,8940,,264964359, 
67091,,8940,,527853940, 
67107,,8940,,011459215, 
67124,,8940,,779166655, 
67139,,8940,,535145561, 
67154,,8940,,659351187, 
67173,,8940,,628585568, 
67190,,8940,,092490954, 
67205,,8940,,782402173, 
67218,,8940,,559774544, 
67236,,8940,,525848395, 
67252,,8940,,758385948, 
67269,,8940,,235672440, 
67282,,8940,,484577710, 
67300,,8940,,576668275, 
67317,,8940,,144344706, 
67333,,8940,,335357977, 
67349,,8940,,368107391, 
67364,,8940,,110418605, 
67384,,8940,,288765273, 
67398,,8940,,507582663, 
67413,,8940,,223891632, 
67428,,8940,,248671044, 
67445,,8940,,601793364, 
67461,,8940,,680029150, 
67476,,8940,,616750221, 
67491,,8940,,370718032, 
67509,,8940,,704837319, 
67522,,8940,,296481422, 
67541,,8940,,024910045, 
67556,,8940,,557003196, 
67572,,8940,,458153116, 
67589,,8940,,572772379, 
67607,,8940,,232161435, 
67622,,8940,,649523177, 
67636,,8940,,686282124, 
67652,,8940,,956833290, 
67668,,8940,,407803855, 
67685,,8940,,249789231, 
67702,,8940,,292592444, 
67718,,8940,,422517005, 
67732,,8940,,228885199, 
67750,,8940,,560482390, 
67764,,8940,,457847228, 
67778,,8940,,711412839, 
67795,,8940,,408062019, 
67813,,8940,,071711140, 
67830,,8940,,719215451, 
67845,,8940,,826589192, 
67860,,8940,,895364379, 
67878,,8940,,821524007, 
67894,,8940,,717139622, 
67906,,8940,,928013588, 
67925,,8940,,619828581, 
67939,,8940,,589843064, 
67956,,8940,,414086071, 
67973,,8940,,275090323, 
67988,,8940,,109080304, 
68003,,8940,,919304265, 
68021,,8940,,751022838, 
68037,,8940,,491894034, 
68052,,8940,,285985758, 
68067,,8940,,491462765, 
68085,,8940,,211263565, 
68099,,8940,,642082471, 
68115,,8940,,312225576, 
68133,,8940,,857754534, 
68147,,8940,,110877843, 
68163,,8940,,058457549, 
68181,,8940,,811629397, 
68196,,8940,,841593654, 
68212,,8940,,935172857, 
68229,,8940,,715732883, 
68246,,8940,,882091437, 
68260,,8940,,414614132, 
68274,,8940,,253292527, 
68290,,8940,,936049740, 
68309,,8940,,170173401, 
68324,,8940,,746736703, 
68342,,8940,,417147842, 
68356,,8940,,416043260, 
68373,,8940,,501296507, 
68389,,8756,,2413DM,Outpatient Facility
68405,,8940,,877363602, 
68422,,8940,,192184152, 
68436,,8940,,494848745, 
68451,,8940,,600472368, 
68469,,8940,,868400774, 
68484,,8940,,872599937, 
68501,,8940,,300550421, 
68518,,8940,,735828091, 
68532,,8940,,193364595, 
68548,,8940,,371393620, 
68566,,8940,,496905032, 
68581,,8940,,695599572, 
68597,,8940,,036678948, 
68613,,8940,,999946206, 
68630,,8940,,084454702, 
68644,,8940,,142786630, 
68659,,8940,,429135858, 
68677,,8940,,406174856, 
68692,,8940,,038452926, 
68708,,8940,,412206358, 
68725,,8756,,2225XR,Outpatient Facility
68741,,8940,,187565847, 
68756,,8940,,495859669, 
68773,,8940,,153164391, 
68787,,8940,,346705704, 
68806,,8940,,822591146, 
68822,,8940,,079432186, 
68836,,8940,,783116823, 
68851,,8940,,153084105, 
68871,,8940,,584611988, 
68884,,8940,,842371366, 
68900,,8940,,022875298, 
68917,,8940,,046218025, 
68932,,8940,,574600101, 
68946,,8940,,206547808, 
68964,,8940,,213957644, 
68981,,8940,,476855485, 
68998,,8940,,690062283, 
69010,,8940,,314753077, 
69028,,8756,,0528DP,Outpatient Facility
69045,,8940,,196643907, 
69060,,8940,,628069951, 
69076,,8940,,124269566, 
69092,,8940,,570168194, 
69107,,8940,,074959454, 
69123,,8940,,665571417, 
69140,,8940,,742834898, 
69156,,8940,,033388927, 
69172,,8940,,184926547, 
69189,,8940,,751050255, 
69205,,8940,,648767005, 
69221,,8940,,193763615, 
69238,,8940,,126622582, 
69253,,8940,,513625918, 
69268,,8940,,668668868, 
69286,,8940,,391696519, 
69301,,8940,,422442631, 
69317,,8940,,554874715, 
69334,,8940,,928452835, 
69347,,8940,,872720791, 
69363,,8940,,081304011, 
69379,,8940,,710511037, 
69395,,8940,,699061499, 
69411,,8940,,557562835, 
69430,,8940,,706298710, 
69443,,8940,,475272202, 
69461,,8940,,633380778, 
69478,,8940,,678979519, 
69491,,8940,,625283084, 
69509,,8940,,075916072, 
69523,,8940,,387364140, 
69541,,8940,,736396438, 
69557,,8940,,963603441, 
69572,,8940,,668877096, 
69587,,8940,,459117520, 
69603,,8940,,935546915, 
69619,,8940,,794066715, 
69636,,8940,,702584476, 
69652,,8940,,495423086, 
69667,,8940,,551843139, 
69687,,8940,,902043136, 
69698,,8940,,512839786, 
69718,,8940,,787103403, 
69731,,8940,,607263895, 
69749,,8940,,069633398, 
69764,,8940,,024716661, 
69782,,8940,,108878634, 
69794,,8940,,855752578, 
69811,,8940,,884236671, 
69827,,8940,,577810475, 
69845,,8940,,444403371, 
69861,,8940,,549285308, 
69878,,8940,,566220490, 
69892,,8940,,297938878, 
69907,,8940,,068999450, 
69925,,8940,,923514076, 
69942,,8940,,230266905, 
69954,,8940,,481773554, 
69970,,8940,,146034865, 
69987,,8940,,010560298, 
70003,,8940,,335191231, 
70020,,8940,,046593351, 
70036,,8940,,046082004, 
70054,,8940,,159771004, 
70067,,8940,,611698072, 
70086,,8940,,945342150, 
70100,,8940,,589686449, 
70118,,8940,,013161606, 
70133,,8940,,981668875, 
70149,,8940,,312737248, 
70165,,8940,,282544424, 
70182,,8940,,494980044, 
70197,,8940,,973584285, 
70212,,8756,,0313PM,Outpatient Facility
70229,,8940,,284495283, 
70244,,8940,,355252893, 
70259,,8940,,473882100, 
70278,,8940,,433268792, 
70292,,8940,,185736665, 
70307,,8940,,882472016, 
70324,,8940,,886740071, 
70340,,8940,,283281082, 
70358,,8940,,803520472, 
70372,,8940,,984791220, 
70388,,8940,,554767274, 
70404,,8940,,636720674, 
70419,,8940,,035413839, 
70435,,8940,,556244958, 
70451,,8940,,940746604, 
70469,,8940,,347024176, 
70484,,8940,,510458613, 
70500,,8940,,922070819, 
70517,,8940,,005280524, 
70533,,8940,,081382902, 
70549,,8940,,004153053, 
70566,,8940,,659389217, 
70579,,8940,,284320791, 
70597,,8940,,576775358, 
70613,,8940,,738642696, 
70629,,8940,,475104016, 
70643,,8940,,291743095, 
70661,,8940,,481142405, 
70677,,8940,,501755491, 
70693,,8940,,278336591, 
70709,,8940,,706826752, 
70725,,8940,,473423887, 
70742,,8940,,895296657, 
70755,,8940,,575183314, 
70772,,8940,,423194648, 
70788,,8940,,418969176, 
70803,,8940,,037819612, 
70821,,8940,,279854381, 
70836,,8940,,976987208, 
70852,,8940,,530506365, 
70870,,8940,,490010643, 
70885,,8940,,529063285, 
70903,,8940,,983563458, 
70917,,8940,,759380977, 
70935,,8940,,102506665, 
70949,,8940,,611206432, 
70962,,8940,,920459107, 
70979,,8940,,406707574, 
70996,,8940,,116657780, 
71011,,8940,,806006815, 
71026,,8940,,059505602, 
71045,,8940,,607906012, 
71058,,8940,,630362797, 
71077,,8940,,006289137, 
71091,,8940,,235509326, 
71107,,8940,,351078799, 
71124,,8940,,047252408, 
71139,,8940,,329366964, 
71157,,8940,,398524962, 
71174,,8940,,724816472, 
71189,,8940,,798591156, 
71202,,8940,,886184196, 
71221,,8940,,944918118, 
71236,,8940,,387102090, 
71250,,8940,,081389169, 
71267,,8940,,005285793, 
71283,,8940,,135709340, 
71301,,8940,,761761359, 
71316,,8940,,683722125, 
71333,,8940,,141963392, 
71348,,8940,,967873762, 
71366,,8940,,032943822, 
71381,,8940,,597865474, 
71396,,8940,,434019505, 
71412,,8940,,412060629, 
71427,,8940,,537151835, 
71446,,8940,,567015615, 
71462,,8940,,971026687, 
71476,,8756,,36136D,Outpatient Facility
71494,,8940,,996752617, 
71509,,8940,,752431609, 
71523,,8940,,462997042, 
71540,,8940,,372077288, 
71558,,8940,,435176729, 
71572,,8940,,665710317, 
71588,,8940,,381708842, 
71604,,8940,,413733017, 
71621,,8940,,449776083, 
71635,,8756,,2713HJ,Outpatient Facility
71654,,8940,,322611596, 
71669,,8940,,605801166, 
71685,,8940,,640664787, 
71703,,8940,,110226171, 
71718,,8756,,5013WP,Outpatient Facility
71733,,8940,,900032416, 
71747,,8940,,950499013, 
71764,,8940,,328931389, 
71779,,8940,,448848857, 
71798,,8940,,559224878, 
71815,,8940,,613606373, 
71829,,8940,,221001265, 
71845,,8940,,294542366, 
71861,,8940,,192428237, 
71877,,8940,,706132457, 
71892,,8940,,135901601, 
71908,,8940,,889796715, 
71924,,8940,,068064490, 
71939,,8940,,015949173, 
71956,,8940,,406196050, 
71974,,8940,,887330721, 
71987,,8940,,785784101, 
72005,,8940,,539301539, 
72019,,8940,,525485458, 
72039,,8940,,488893999, 
72054,,8940,,238252716, 
72071,,8940,,189347305, 
72084,,8940,,864858390, 
72100,,8940,,747541502, 
72116,,8940,,592764704, 
72132,,8940,,529360821, 
72147,,8940,,765350967, 
72163,,8940,,052113356, 
72181,,8940,,083931082, 
72194,,8940,,905143374, 
72213,,8940,,155761087, 
72228,,8940,,895789749, 
72246,,8940,,458962765, 
72261,,8940,,100835606, 
72275,,8940,,978348921, 
72293,,8940,,159413935, 
72310,,8940,,532333605, 
72324,,8940,,463560927, 
72340,,8940,,821874592, 
72355,,8940,,342911426, 
72371,,8940,,736247552, 
72389,,8940,,516756278, 
72405,,8940,,820011549, 
72421,,8940,,956233646, 
72437,,8940,,510630097, 
72451,,8940,,485587861, 
72470,,8940,,832886515, 
72485,,8940,,036977051, 
72497,,8940,,752004403, 
72518,,8940,,651512031, 
72534,,8940,,465677101, 
72550,,8940,,083450250, 
72565,,8940,,689134800, 
72581,,8940,,802457102, 
72596,,8940,,493650620, 
72613,,8940,,852627232, 
72627,,8940,,583472868, 
72642,,8940,,103221595, 
72660,,8940,,159923938, 
72676,,8940,,891439269, 
72691,,8940,,332774679, 
72708,,8940,,020157851, 
72725,,8940,,041207856, 
72739,,8940,,200651506, 
72756,,8940,,491710919, 
72774,,8940,,420727074, 
72788,,8940,,876077802, 
72804,,8940,,436610724, 
72822,,8940,,907198618, 
72837,,8940,,255138762, 
72855,,8940,,978522299, 
72868,,8940,,511418177, 
72883,,8940,,837189936, 
72902,,8940,,591686003, 
72918,,8940,,182948779, 
72933,,8940,,112691542, 
72946,,8940,,752600056, 
72964,,8940,,649703557, 
72981,,8940,,305514990, 
72996,,8717,,3702GV,Inpatient Facility
73015,,8940,,459977510, 
73026,,8940,,266597203, 
73042,,8940,,456711936, 
73059,,8940,,892131202, 
73075,,8940,,062062562, 
73092,,8940,,177521294, 
73109,,8940,,363787168, 
73124,,8940,,043905403, 
73140,,8940,,153587371, 
73157,,8940,,087778674, 
73175,,8940,,027554004, 
73186,,8940,,303647210, 
73205,,8940,,405381966, 
73221,,8940,,615901193, 
73235,,8940,,820926193, 
73253,,8940,,769076631, 
73267,,8940,,765310232, 
73281,,8940,,778972334, 
73301,,8940,,488396332, 
73314,,8940,,871928453, 
73332,,8940,,810873414, 
73351,,8940,,945867285, 
73362,,8940,,327006275, 
73378,,8940,,558126609, 
73396,,8940,,689449768, 
73410,,8940,,510088147, 
73428,,8940,,746296198, 
73444,,8940,,016244781, 
73461,,8940,,104750353, 
73475,,8940,,957718939, 
73491,,8940,,132314210, 
73506,,8940,,399939354, 
73524,,8940,,131210942, 
73541,,8940,,808305066, 
73555,,8940,,289198439, 
73574,,8940,,065674074, 
73589,,8940,,023399288, 
73605,,8940,,256974574, 
73620,,8940,,584636403, 
73636,,8756,,0800SB,Outpatient Facility
73652,,8940,,611616310, 
73671,,8940,,228575611, 
73684,,8940,,081348455, 
73702,,8940,,034971899, 
73717,,8940,,425389326, 
73732,,8940,,250567288, 
73749,,8940,,015787396, 
73765,,8940,,168660083, 
73780,,8940,,875635568, 
73795,,8940,,266508879, 
73813,,8940,,363290657, 
73827,,8940,,442845966, 
73846,,8940,,873124605, 
73858,,8940,,822318104, 
73873,,8940,,623083091, 
73892,,8940,,956730499, 
73909,,8940,,751610515, 
73926,,8940,,261240342, 
73938,,8940,,353301961, 
73955,,8940,,219354857, 
73974,,8940,,435628752, 
73987,,8940,,086993482, 
74003,,8940,,250834314, 
74022,,8940,,561365790, 
74035,,8940,,125013608, 
74052,,8940,,456522676, 
74067,,8940,,238021151, 
74084,,8940,,412614292, 
74102,,8940,,516960414, 
74119,,8940,,065847799, 
74132,,8940,,326647955, 
74149,,8940,,701122020, 
74166,,8940,,890599253, 
74179,,8940,,613705790, 
74197,,8940,,666406822, 
74212,,8940,,453027121, 
74229,,8940,,501739159, 
74246,,8940,,710498273, 
74263,,8940,,228670172, 
74276,,8940,,484004985, 
74292,,8940,,740008387, 
74307,,8940,,630137211, 
74326,,8940,,474529301, 
74341,,8940,,832733295, 
74356,,8940,,967923564, 
74373,,8940,,973779567, 
74387,,8940,,880430299, 
74405,,8940,,783672457, 
74422,,8940,,731532071, 
74437,,8756,,2601YD,Outpatient Facility
74453,,8940,,407328036, 
74466,,8940,,849916833, 
74485,,8756,,0100SD,Outpatient Facility
74501,,8940,,515247608, 
74518,,8940,,076851963, 
74532,,8940,,523560327, 
74548,,8940,,243695924, 
74565,,8940,,210163563, 
74580,,8940,,552619412, 
74599,,8940,,443316603, 
74614,,8940,,193431314, 
74628,,8940,,639465502, 
74645,,8940,,565697476, 
74661,,8940,,599014665, 
74675,,8940,,196880335, 
74695,,8940,,718933425, 
74706,,8940,,331862957, 
74726,,8940,,311481127, 
74740,,8940,,403663956, 
74755,,8940,,585113373, 
74774,,8940,,240783242, 
74788,,8940,,213473468, 
74804,,8940,,777699409, 
74819,,8940,,821609083, 
74834,,8940,,367296984, 
74853,,8940,,048921479, 
74867,,8940,,649819114, 
74884,,8940,,684793474, 
74900,,8940,,426220224, 
74918,,8940,,704114959, 
74930,,8940,,172719709, 
74948,,8940,,496470543, 
74965,,8940,,336591159, 
74980,,8940,,712902594, 
74997,,8756,,4523SH,Outpatient Facility
75013,,8940,,537697382, 
75029,,8940,,871276035, 
75044,,8940,,634915950, 
75061,,8940,,208691680, 
75078,,8940,,346870354, 
75092,,8940,,712516120, 
75108,,8940,,540007030, 
75125,,8940,,147325195, 
75141,,8940,,259784952, 
75158,,8940,,945560672, 
75172,,8940,,798432657, 
75188,,8940,,427703065, 
75205,,8940,,526363529, 
75222,,8940,,191736641, 
75237,,8940,,596485463, 
75255,,8940,,486102833, 
75269,,8940,,495239790, 
75286,,8940,,032154597, 
75302,,8940,,687581664, 
75317,,8940,,224411629, 
75333,,8940,,500655392, 
75348,,8756,,3901CJ,Outpatient Facility
75364,,8940,,049836566, 
75382,,8940,,643589486, 
75396,,8940,,499565421, 
75413,,8940,,276761044, 
75427,,8940,,318702931, 
75445,,8940,,095707869, 
75462,,8940,,403178021, 
75478,,8940,,155289217, 
75493,,8940,,007864957, 
75509,,8940,,141240712, 
75525,,8940,,637141279, 
75542,,8940,,344961263, 
75557,,8940,,258294379, 
75573,,8940,,250924427, 
75590,,8940,,820381873, 
75607,,8756,,3603GG,Outpatient Facility
75622,,8940,,482646773, 
75639,,8940,,795798519, 
75652,,8940,,836071338, 
75669,,8940,,275968001, 
75685,,8940,,435296342, 
75701,,8940,,978701573, 
75718,,8940,,864602526, 
75734,,8940,,042399188, 
75747,,8940,,546675332, 
75764,,8940,,856379577, 
75783,,8940,,007622498, 
75796,,8940,,322292299, 
75815,,8940,,386074771, 
75828,,8940,,145085230, 
75846,,8940,,303837980, 
75863,,8940,,057612033, 
75879,,8940,,602868544, 
75893,,8756,,4225SN,Outpatient Facility
75909,,8940,,144645572, 
75926,,8940,,723229650, 
75943,,8940,,122637665, 
75960,,8940,,513378913, 
75971,,8940,,996070655, 
75990,,8940,,803133878, 
76007,,8940,,386459493, 
76024,,8940,,489231088, 
76038,,8940,,226375471, 
76053,,8940,,824911429, 
76069,,8940,,918183093, 
76085,,8940,,667647670, 
76099,,8940,,441605920, 
76117,,8940,,073882888, 
76134,,8940,,763134490, 
76151,,8940,,849921218, 
76167,,8940,,326652058, 
76182,,8940,,860422021, 
76195,,8940,,232025993, 
76211,,8940,,571910949, 
76229,,8940,,119114222, 
76246,,8940,,635407159, 
76262,,8940,,170401294, 
76278,,8940,,572706378, 
76291,,8940,,720166959, 
76312,,8940,,946611385, 
76324,,8940,,955131521, 
76342,,8940,,420635498, 
76359,,8940,,588661728, 
76373,,8940,,303145257, 
76388,,8756,,3303PH,Outpatient Facility
76404,,8940,,439584313, 
76423,,8940,,729963694, 
76439,,8940,,075652566, 
76455,,8940,,828699402, 
76470,,8940,,448940084, 
76484,,8940,,424907170, 
76500,,8940,,290370982, 
76519,,8940,,607405005, 
76534,,8940,,434056400, 
